Date;Close(SAND.ST)
2018-08-09 15:30;160.9
2018-08-09 15:00;160.85
2018-08-09 14:30;160.95
2018-08-09 14:00;160.65
2018-08-09 13:30;160.45
2018-08-09 13:00;160.5
2018-08-09 12:30;161
2018-08-09 12:00;160.8
2018-08-09 11:30;160.7
2018-08-09 11:00;160.8
2018-08-09 10:30;161.05
2018-08-09 10:00;160.7
2018-08-09 09:30;160.6
2018-08-08 17:30;161
2018-08-08 17:00;161.1
2018-08-08 16:30;161
2018-08-08 16:00;160.85
2018-08-08 15:30;160.8
2018-08-08 15:00;161.15
2018-08-08 14:30;161.15
2018-08-08 14:00;161.35
2018-08-08 13:30;161.2
2018-08-08 13:00;160.95
2018-08-08 12:30;160.55
2018-08-08 12:00;160.35
2018-08-08 11:30;160.4
2018-08-08 11:00;160.4
2018-08-08 10:30;160.15
2018-08-08 10:00;160.15
2018-08-08 09:30;160.3
2018-08-07 17:30;160.35
2018-08-07 17:00;160.45
2018-08-07 16:30;160.5
2018-08-07 16:00;160.25
2018-08-07 15:30;160.25
2018-08-07 15:00;160.15
2018-08-07 14:30;160.15
2018-08-07 14:00;159.75
2018-08-07 13:30;159.9
2018-08-07 13:00;159.8
2018-08-07 12:30;159.6
2018-08-07 12:00;159.65
2018-08-07 11:30;159.2
2018-08-07 11:00;159.45
2018-08-07 10:30;159.65
2018-08-07 10:00;159.1
2018-08-07 09:30;158.8
2018-08-06 17:30;157.35
2018-08-06 17:00;157.5
2018-08-06 16:30;157.2
2018-08-06 16:00;157.35
2018-08-06 15:30;157.25
2018-08-06 15:00;157.55
2018-08-06 14:30;157.9
2018-08-06 14:00;158.35
2018-08-06 13:30;158.5
2018-08-06 13:00;158.95
2018-08-06 12:30;158.55
2018-08-06 12:00;158.45
2018-08-06 11:30;158.6
2018-08-06 11:00;158.05
2018-08-06 10:30;158.8
2018-08-06 10:00;158.55
2018-08-06 09:30;158
2018-08-03 17:30;158.05
2018-08-03 17:00;158
2018-08-03 16:30;158.55
2018-08-03 16:00;158.35
2018-08-03 15:30;158.5
2018-08-03 15:00;158.6
2018-08-03 14:30;158.95
2018-08-03 14:00;158.75
2018-08-03 13:30;158.75
2018-08-03 13:00;158.55
2018-08-03 12:30;158.25
2018-08-03 12:00;158
2018-08-03 11:30;158.35
2018-08-03 11:00;158.05
2018-08-03 10:30;157.95
2018-08-03 10:00;158.2
2018-08-03 09:30;157.7
2018-08-02 17:30;157.05
2018-08-02 17:00;157.3
2018-08-02 16:30;157.5
2018-08-02 16:00;157.2
2018-08-02 15:30;156.7
2018-08-02 15:00;156.5
2018-08-02 14:30;156.15
2018-08-02 14:00;156.3
2018-08-02 13:30;157.15
2018-08-02 13:00;156.85
2018-08-02 12:30;156.45
2018-08-02 12:00;156.85
2018-08-02 11:30;157.75
2018-08-02 11:00;157.55
2018-08-02 10:30;157.6
2018-08-02 10:00;157.35
2018-08-02 09:30;157.2
2018-08-01 17:30;159.95
2018-08-01 17:00;160.15
2018-08-01 16:30;160.1
2018-08-01 16:00;160.3
2018-08-01 15:30;160.55
2018-08-01 15:00;160.6
2018-08-01 14:30;160.45
2018-08-01 14:00;160.85
2018-08-01 13:30;160.8
2018-08-01 13:00;160.6
2018-08-01 12:30;160.6
2018-08-01 12:00;160.35
2018-08-01 11:30;159.8
2018-08-01 11:00;160.35
2018-08-01 10:30;161.05
